PRN No.,DSA(CSE2001) CAT1 (50),DSA(CSE2001) CAT2 (50),DSA(CSE2001) FAT (60),DSA(CSE2001)Grade,DMS(MAT1003) CAT1 (50),DMS(MAT1003)CAT2 (50),DMS(MAT1003)FAT (60),FEEE(ECE1002)CAT1 (50),FEEE(ECE1002) CAT2 (50),FEEE(ECE1002) FAT (60),FEEE(ECE1002) Lab (40),FEEE(ECE1002) Total (200),FEEE(ECE1002)Grade,ED(MEC1004) CAT1 (50),ED(MEC1004)CAT2 (50),ED(MEC1004)FAT (60),ED(MEC1004)Lab (40),ED(MEC1004) Total (200),CG(CSE2006) CAT1 (50),CG(CSE2006)CAT2 (50),CG(CSE2006)FAT (60),CG(CSE2006) Total (160),CG(CSE2006) Grade,FSM(MGT1020)FAT (60),FSM(MGT1020) Lab (40),FSM(MGT1020)Grade,DAA(CSE3004) CAT1 (50),DAA(CSE3004)  CAT2 (50),DAA(CSE3004) FAT (60),DAA(CSE3004) Grade,LSM(MGT1002) CAT1 (50),LSM(MGT1002) CAT2 (50),LSM(MGT1002) FAT (60),LSM(MGT1002) Grade,ADDA(MAT1002) CAT1 (50),ADDA(MAT1002) CAT2 (50),ADDA(MAT1002) FAT (60),ADDA(MAT1002) Lab (40),ADDA(MAT1002) Total (200),CSDF(CSE2011) CAT1 (50),CSDF(CSE2011) CAT2 (50),CSDF(CSE2011) FAT (60),CSDF(CSE2011) Lab (40),CSDF(CSE2011) Total (200),CN(CSE3003) CAT1 (50),CN(CSE3003) CAT2 (50),CN(CSE3003) FAT (60),CN(CSE3003) Total (160),CN(CSE3003) Grade,OOP(CSE2005) FAT (60),OOP(CSE2005) Lab (40),OOP(CSE2005) Grade,OS(CSE2008) CAT1 (50),OS(CSE2008) CAT2 (50),OS(CSE2008) FAT (60),OS(CSE2008) Lab (40),OS(CSE2008) Total (200),OS(CSE2008) Grade,SE(CSE1005) CAT1 (50),SE(CSE1005) CAT2 (50),SE(CSE1005) FAT (60),SE(CSE1005) Grade,DBMS(CSE2007) CAT1 (50),DBMS(CSE2007) CAT2 (50),DBMS(CSE2007) FAT (60),DBMS(CSE2007) Lab (40),DBMS(CSE2007) Total (200),DBMS(CSE2007) Grade,TBL(MGT1027) FAT (60),TBL(MGT1027) Lab (40),TBL(MGT1027) Grade,WT(CSE4004) CAT1 (50),WT(CSE4004) CAT2 (50),WT(CSE4004) Total (160),WT(CSE4004) Grade,CP(CSE3032) CAT1 (50),CP(CSE3032) CAT2 (50),CP(CSE3032) FAT (60),CP(CSE3032) Grade,OT(MAT2003) CAT1 (50),OT(MAT2003) CAT2 (50),OT(MAT2003) FAT (60),OT(MAT2003) Total (160),OT(MAT2003) Grade,NP(CSE3011) CAT1 (50),NP(CSE3011) CAT2 (50),NP(CSE3011) FAT (60),NP(CSE3011) Total (160),NP(CSE3011) Grade,MAD(CSE4002) CAT1 (50),MAD(CSE4002) CAT2 (50),MAD(CSE4002) Lab (40),MAD(CSE4002) Total (200),C(ONL1002) FAT (60),C(ONL1002) Lab (40),C(ONL1002) Grade,AFE(MGT1008) CAT1 (50),AFE(MGT1008) CAT2 (50),AFE(MGT1008) Total (160),AFE(MGT1008) Grade,STAT(MAT1001) ESTAT (70),STAT(MAT1001) ISTAT (30),STAT(MAT1001) FAT (60),STAT(MAT1001) Total (160),STAT(MAT1001) Grade, Sem-VI Total (940),NLP(CSE3015) CAT1 (50),NLP(CSE3015) CAT2 (50),NLP(CSE3015) Total (160),NLP(CSE3015) Grade,IML(CSE3008) CAT1 (50),IML(CSE3008) CAT2 (50),IML(CSE3008) FAT (60),OPTO(PHY2004) CAT1 (50),OPTO(PHY2004) CAT2 (50),OPTO(PHY2004) FAT (60),OPTO(PHY2004) Lab (40),OPTO(PHY2004) Total (200),OPTO(PHY2004) Grade,NANO(PHY2005) FAT (60),NANO(PHY2005) Lab (40),NANO(PHY2005) Grade,FRENCH-I(FRL1001) FAT (60),FRENCH-I(FRL1001) Lab (40),FRENCH-I(FRL1001) Total (100),FRENCH-I(FRL1001) Grade,LA(MAT2005) CAT1 (50),LA(MAT2005) CAT2 (50),LA(MAT2005) Total (100),LA(MAT2005) Grade,EVS(CHY1001) CAT1 (50),EVS(CHY1001) CAT2 (50),EVS(CHY1001) FAT (60),EVS(CHY1001) Total (160),EVS(CHY1001) Grade,NME(MAT2001) CAT1 (50),NME(MAT2001) CAT2 (50),NME(MAT2001) FAT (60),NME(MAT2001) Total (160),NME(MAT2001) Grade,ITC(CSE2013) CAT1 (50),ITC(CSE2013) CAT2 (50),ITC(CSE2013) FAT (60),ITC(CSE2013) Lab (40),ITC(CSE2013) Total (200),ITC(CSE2013) Grade,COA(ECE2002) FAT (60),COA(ECE2002) Lab (40),COA(ECE2002) Grade,SNA(CSE4008)  CAT1 (50),SNA(CSE4008) CAT2 (50),SNA(CSE4008) FAT (60),SNA(CSE4008) Total (160),SNA(CSE4008) Grade,FOM(MGT1003) CAT1 (50),FOM(MGT1003) CAT2 (50)
O95,40,30,24,5,29,25,22,31,20,18,36,105,4,40,20,22,39,121,37,17,22,76,4,23,32,5,28,28,24,4,28,16,15,2,41,20,14,42,117,29,22,17,42,110,29,13,21,63,4,21,38,5,36,27,22,42,127,5,20,24,20,1,33,21,20,36,110,4,18,30,4,32,25,78,4,12,25,21,1,21,29,24,81,4,36,26,22,84,4,31,24,39,114,22,35,5,28,29,81,4,29,29,24,82,4,597,22,26,76,4,28,28,23,36,28,23,46,133,5,22,45,6,24,49,73,6,30,24,54,4,36,26,21,83,4,56,28,23,107,6,70,28,23,48,169,6,22,44,6,56,28,23,107,6,53,28
W113,37,27,20,4,38,26,24,40,23,20,41,124,5,46,25,23,42,136,35,22,17,74,3,22,32,5,45,23,16,4,40,21,22,4,48,22,19,24,113,50,25,23,40,138,40,23,20,83,4,23,44,6,48,20,22,40,130,5,37,21,20,4,40,23,17,43,123,5,21,38,6,39,22,80,4,40,24,20,4,40,24,16,80,4,44,21,19,84,4,46,22,35,123,22,45,6,31,14,61,2,42,21,20,83,4,587,38,24,82,4,41,24,22,39,24,22,43,128,5,23,45,6,21,45,65,6,45,23,68,4,34,25,23,82,4,68,26,22,116,6,68,22,21,41,152,6,23,44,6,70,23,22,115,6,70,24
O89,21,22,23,3,41,22,21,36,20,18,35,109,4,33,21,20,39,113,32,23,23,78,4,22,41,6,33,26,24,4,34,18,17,3,44,22,17,40,123,29,22,21,43,115,34,18,21,73,3,20,30,4,44,28,23,35,130,5,37,29,24,5,40,29,24,37,130,5,20,44,6,38,28,89,5,21,28,23,4,34,28,23,85,4,34,26,22,82,4,36,27,40,125,24,46,6,28,27,77,4,31,27,24,82,4,605,36,26,84,4,32,26,23,39,26,22,45,132,5,21,42,6,23,49,72,6,28,24,52,4,42,26,21,89,5,70,29,24,123,6,70,29,24,48,171,6,24,46,6,70,29,24,123,6,70,29
W17,40,22,19,4,38,26,14,35,21,21,35,112,4,38,26,18,33,115,37,27,20,84,4,20,38,5,51,26,21,5,44,29,24,5,36,21,22,42,121,47,24,22,41,134,28,27,23,78,4,22,34,5,49,25,21,46,141,6,33,26,23,4,39,25,24,44,132,5,22,43,6,39,27,89,5,45,25,20,5,37,28,19,84,4,51,28,23,102,6,45,26,44,137,21,39,6,39,19,77,4,34,25,22,81,4,639,32,26,80,4,52,24,22,43,28,22,36,129,5,20,35,5,24,47,63,6,51,21,72,5,45,25,21,91,5,67,25,21,113,6,70,28,22,42,162,6,22,36,6,61,24,21,106,6,53,24
O24,17,16,20,1,35,23,18,35,15,15,18,83,1,36,19,14,32,101,31,17,17,65,4,23,42,6,28,21,20,3,28,16,13,2,38,15,12,36,101,43,14,16,38,111,19,14,19,52,1,15,28,3,57,24,20,39,140,6,30,23,19,3,37,18,20,12,87,1,18,38,5,41,22,81,4,22,22,18,1,30,25,21,76,4,43,23,19,85,4,48,28,45,144,22,45,6,42,25,87,4,36,28,24,88,5,643,38,26,86,4,49,26,23,38,24,20,45,127,5,21,46,6,23,48,71,6,49,29,78,5,39,26,21,86,4,70,26,23,119,6,70,26,23,47,166,6,22,48,6,61,27,22,110,6,60,26
W67,28,21,22,3,34,26,19,36,25,20,38,119,4,43,21,23,40,127,40,27,23,90,5,22,46,6,40,28,24,5,45,29,24,5,41,25,24,37,127,51,26,22,44,143,38,28,23,89,5,22,47,6,38,26,24,44,132,5,35,28,24,4,38,29,24,42,133,5,21,40,6,39,24,85,4,46,26,22,5,44,28,23,95,5,40,29,22,91,5,47,25,42,135,22,43,6,42,18,81,4,29,27,23,79,4,632,37,25,83,4,36,27,22,35,28,23,41,127,5,19,42,6,24,47,68,6,41,22,63,4,28,26,22,76,4,70,28,23,121,6,70,22,23,41,156,6,22,42,6,68,24,21,113,6,70,27
O33,45,28,22,5,51,29,23,41,25,23,36,125,5,44,26,23,44,137,46,29,24,99,5,23,44,6,42,30,24,5,29,23,23,4,33,25,23,42,123,40,26,23,46,135,35,30,24,89,5,22,40,6,48,29,24,43,144,6,33,29,24,4,28,29,24,41,122,4,23,41,6,37,28,88,5,42,28,23,5,32,29,24,85,4,48,26,22,96,5,39,27,45,133,22,39,6,40,28,91,5,39,29,24,92,5,653,36,28,87,4,40,29,24,33,24,20,47,124,5,23,45,6,24,49,73,6,34,24,58,3,31,28,23,82,4,70,28,24,122,6,70,28,24,48,170,6,22,44,6,65,29,24,118,6,51,28
W39,48,24,24,5,46,25,23,46,27,24,40,137,5,50,28,24,43,145,43,25,23,91,5,24,46,6,47,30,25,6,56,26,23,6,59,29,24,48,160,54,28,23,38,143,55,27,21,103,6,21,42,6,48,29,24,47,148,6,34,27,24,4,40,28,23,44,135,5,24,45,6,40,29,93,5,41,26,22,5,43,28,24,95,5,46,28,23,97,5,60,26,47,156,22,43,6,32,26,80,4,46,28,24,98,5,682,38,26,84,4,45,26,24,33,28,24,43,128,5,23,45,6,22,47,64,6,46,25,71,5,43,27,23,93,5,70,26,23,119,6,70,26,22,40,158,6,20,40,6,70,25,23,118,6,70,28
O7,31,29,24,4,32,20,21,12,19,19,34,84,1,30,20,20,34,104,28,18,21,67,4,21,31,4,38,25,19,4,38,21,19,4,32,22,18,35,107,29,13,11,45,98,21,17,14,59,2,22,34,5,30,27,22,37,116,4,21,23,20,1,16,20,15,25,76,1,20,38,5,29,25,75,4,18,25,21,1,28,24,20,72,3,31,28,23,82,4,34,23,39,115,20,35,5,28,28,79,4,26,28,23,79,4,562,29,28,80,4,34,27,23,34,25,21,46,126,5,20,40,6,23,46,69,6,29,25,54,4,29,26,22,77,4,61,29,22,112,6,67,28,22,46,163,6,21,42,6,70,28,22,120,6,46,29
W61,60,29,24,6,56,19,22,57,28,21,39,145,6,52,27,23,38,140,54,23,20,97,5,21,40,6,57,28,21,6,35,25,23,4,57,26,22,43,148,56,25,21,35,137,56,28,23,107,6,19,41,6,50,27,21,48,146,6,45,25,22,5,38,26,23,41,128,5,21,40,6,43,28,94,5,48,28,23,5,46,27,21,94,5,47,27,22,96,5,51,23,40,134,22,43,6,42,25,88,5,42,28,24,94,5,665,51,25,96,5,48,22,21,51,28,22,40,141,6,22,40,6,22,42,65,6,50,23,73,5,52,25,23,100,6,67,27,22,116,6,70,27,23,42,162,6,21,43,6,70,25,22,117,6,70,25
O72,67,29,24,6,54,24,22,38,24,19,38,119,4,51,28,22,37,138,34,28,23,85,4,24,45,6,55,26,22,6,54,23,16,5,43,26,22,42,133,37,29,24,47,137,43,21,17,81,4,22,40,6,56,27,22,25,130,5,28,22,18,4,41,24,21,40,126,5,22,41,6,33,25,79,4,42,25,21,5,29,23,19,71,3,28,20,17,65,4,30,27,45,124,23,36,6,28,23,70,3,28,20,17,65,4,550,30,26,78,4,37,29,24,41,24,20,45,130,5,21,41,6,24,47,71,6,33,27,60,4,31,28,23,82,4,65,28,23,116,6,65,28,23,47,163,6,24,47,6,70,28,23,121,6,53,28
O54,20,28,23,1,40,24,19,29,20,17,36,102,3,38,23,18,22,101,32,23,20,75,4,18,36,5,36,22,18,4,29,16,13,2,36,22,18,30,106,32,14,11,10,67,28,14,14,56,3,15,28,3,35,28,23,26,112,4,29,25,21,4,34,23,20,22,99,3,20,35,5,29,25,75,4,35,25,21,4,42,22,18,82,4,49,22,18,89,5,46,20,37,118,19,28,4,31,22,71,3,39,22,18,79,4,565,31,26,79,4,30,26,22,50,29,24,40,143,6,22,40,6,23,47,70,6,40,29,69,4,43,26,22,91,5,54,29,22,105,6,68,27,22,46,163,6,21,42,6,70,27,22,119,6,40,29
O75,8,18,21,1,31,21,20,28,15,18,30,91,4,31,17,18,36,102,33,17,19,69,3,22,34,5,24,18,19,4,34,13,12,2,39,17,12,39,107,30,16,16,38,100,29,14,13,56,3,15,28,3,41,21,17,25,104,3,28,20,17,4,29,18,19,11,77,1,17,32,4,33,22,73,3,28,22,18,4,28,24,20,72,3,52,23,19,94,5,43,22,35,118,19,30,4,35,22,75,4,36,28,24,88,5,590,31,26,79,4,39,26,21,41,28,23,42,134,5,21,38,5,23,48,71,6,43,29,72,5,39,26,21,86,4,67,28,23,118,6,70,28,23,47,168,6,23,46,6,68,28,23,119,6,70,28
O61,8,26,23,1,35,29,22,28,21,19,28,96,4,37,20,22,39,118,40,25,23,88,5,23,37,6,11,24,22,1,21,21,19,1,32,21,16,36,105,28,15,18,33,94,36,17,18,71,3,22,38,6,30,26,21,33,110,4,28,28,23,4,31,20,22,37,110,4,23,30,5,44,26,92,5,36,26,22,4,28,25,21,74,3,37,29,24,90,5,36,24,40,120,24,40,6,28,28,79,4,26,24,24,76,4,595,37,25,83,4,43,27,23,RR,24,20,44,RR,1,23,46,6,23,46,69,6,49,29,78,5,39,26,21,86,4,70,24,23,117,6,67,27,23,48,165,6,22,48,6,63,28,22,113,6,56,24
O92,31,28,24,4,45,25,22,28,24,19,46,117,4,44,20,21,40,125,37,23,23,83,4,23,40,6,29,22,22,3,29,22,19,3,28,20,19,44,111,46,22,21,41,130,28,15,19,62,2,24,45,6,48,24,20,30,122,4,31,26,22,4,32,25,21,35,113,4,24,40,6,37,25,83,4,38,25,21,4,28,28,23,79,4,28,29,24,81,4,35,29,47,135,24,43,6,30,25,75,4,33,29,24,86,4,622,32,28,83,4,44,28,24,28,28,23,47,126,5,21,48,6,23,46,69,6,37,27,64,4,28,27,22,77,4,70,28,24,122,6,70,28,24,48,170,6,24,49,6,70,28,23,121,6,70,28
O77,31,22,22,4,32,24,21,28,23,19,36,106,4,32,18,20,39,109,35,19,23,77,4,21,38,5,34,22,22,4,9,13,15,1,31,18,15,35,99,28,17,19,40,104,28,15,19,62,2,21,28,4,28,26,21,33,108,4,20,24,20,1,21,16,21,36,94,1,22,32,5,40,24,84,4,16,24,20,1,23,26,22,76,4,28,24,20,72,3,34,22,35,109,20,35,5,28,25,73,3,28,26,24,78,4,549,28,28,79,4,30,26,22,28,24,20,43,115,4,23,38,6,22,47,69,6,28,29,57,3,37,27,22,86,4,70,28,23,121,6,70,28,23,47,168,6,23,46,6,70,28,23,121,6,46,28
W116,29,23,24,4,25,27,23,29,25,22,40,116,4,34,28,24,42,128,28,26,21,75,4,24,48,6,34,21,13,4,33,27,20,4,28,22,19,32,101,41,27,23,44,135,29,26,21,76,4,21,46,6,28,21,24,46,119,4,28,27,24,4,35,25,22,47,129,5,24,48,6,33,25,78,4,43,26,23,5,28,26,23,77,4,30,25,23,78,4,28,27,47,125,24,47,6,28,18,62,2,30,27,23,80,4,583,30,28,81,4,39,27,24,32,28,24,45,129,5,24,49,6,22,44,73,6,39,27,66,4,41,23,23,87,4,70,29,24,123,6,70,24,24,47,165,6,24,48,6,70,27,24,121,6,70,27
O87,50,29,24,6,59,29,23,42,30,24,46,142,6,49,28,23,38,138,44,29,23,96,5,23,41,6,53,29,24,6,42,29,22,5,44,28,23,44,139,44,29,24,49,146,41,29,23,93,5,24,46,6,52,29,24,45,150,6,51,28,23,6,39,27,22,44,132,5,23,48,6,48,29,101,6,52,29,24,6,48,28,23,99,5,55,29,24,108,6,53,29,49,155,23,47,6,38,28,89,5,37,29,24,90,5,718,46,29,99,5,53,29,24,61,29,24,48,162,6,24,48,6,24,48,72,6,48,29,77,5,47,29,24,100,6,70,28,24,122,6,70,29,24,49,172,6,24,49,6,70,29,24,123,6,61,28
W74,65,30,25,6,58,23,22,45,29,23,41,138,5,48,28,23,38,137,51,24,21,96,5,23,43,6,59,29,24,6,39,22,21,4,51,26,22,43,142,51,26,22,45,144,55,28,22,105,6,20,44,6,48,28,23,48,147,6,52,27,23,6,52,25,21,38,136,5,23,43,6,51,28,102,6,42,27,23,5,53,28,24,105,6,59,28,24,111,6,50,26,46,145,24,48,6,36,26,84,4,38,29,24,91,5,701,49,26,95,5,57,28,24,54,27,22,43,146,6,24,48,6,22,41,65,6,49,26,75,5,43,28,24,95,5,70,28,24,122,6,68,27,23,45,163,6,22,46,6,68,25,22,115,6,70,24
O4,24,29,24,1,37,26,22,26,20,17,36,99,1,42,25,22,35,124,29,29,23,81,4,22,39,6,31,26,20,4,30,15,15,2,39,24,20,36,119,25,17,14,38,97,29,17,14,60,2,15,28,3,35,28,23,32,118,4,28,25,21,3,28,25,23,37,113,4,20,35,5,40,28,91,5,28,28,23,4,34,28,23,85,4,28,29,24,81,4,44,28,44,139,18,35,5,28,29,81,4,28,29,24,81,4,611,38,29,91,5,42,27,22,35,25,21,44,125,5,22,40,6,23,47,70,6,40,25,65,4,38,26,22,86,4,70,29,23,122,6,70,28,23,47,168,6,24,45,6,68,28,23,119,6,70,29
W96,40,22,24,4,32,24,22,41,24,21,44,130,5,33,27,24,30,114,38,25,22,85,4,21,38,5,43,18,17,4,41,23,21,4,49,20,18,36,123,39,24,21,43,127,50,26,21,97,5,19,39,5,49,26,22,44,141,6,42,25,22,5,29,25,19,42,115,4,20,40,6,37,23,79,4,47,24,21,5,48,24,18,90,5,48,21,20,89,5,56,22,40,136,21,38,6,33,12,56,3,40,25,19,84,4,603,42,24,86,4,44,25,22,42,21,20,36,119,4,21,35,5,23,44,59,5,38,15,53,4,35,24,20,79,4,70,26,22,118,6,70,25,19,36,150,6,21,34,5,70,20,20,110,6,70,28
W127,30,20,22,3,38,26,21,35,24,20,38,117,4,34,27,22,39,122,28,22,20,70,3,21,44,6,42,22,20,4,38,27,22,4,28,24,22,30,104,51,26,22,40,139,33,24,22,79,4,23,35,5,38,19,24,43,124,5,17,25,23,1,34,25,20,42,121,4,21,40,6,17,24,60,1,39,23,20,4,34,23,21,78,4,45,22,21,88,5,35,24,40,119,21,43,6,36,15,68,4,29,21,21,71,3,573,31,24,75,4,41,21,22,38,23,22,38,121,4,22,40,6,23,46,71,6,38,22,60,4,28,22,20,70,3,70,25,21,116,6,70,20,21,38,149,6,22,39,6,70,22,20,112,6,70,26
W121,67,29,24,6,50,20,21,36,25,23,43,127,5,56,28,23,43,150,50,22,21,93,5,23,44,6,61,30,25,6,33,27,24,4,43,27,22,41,133,43,27,23,48,141,37,29,24,90,5,21,44,6,44,27,23,44,138,5,42,27,23,5,45,28,23,40,136,5,24,46,6,43,27,92,5,46,28,22,5,36,27,23,86,4,52,27,22,101,6,54,27,46,150,24,43,6,37,24,82,4,34,28,24,86,4,672,45,24,88,5,46,26,22,43,24,20,42,129,5,20,38,5,18,32,64,6,51,22,73,5,37,28,23,88,5,70,25,21,116,6,70,28,24,43,165,6,20,43,6,70,26,21,117,6,70,25
W68,54,29,24,6,49,21,22,36,23,20,35,114,4,50,28,23,36,137,42,22,20,84,4,20,36,5,50,29,24,6,31,26,21,4,41,24,20,40,125,46,24,22,38,130,45,28,21,94,5,18,32,4,43,27,22,43,135,5,36,25,22,4,37,25,23,38,123,5,24,44,6,32,27,82,4,42,25,21,5,32,25,23,80,4,36,27,22,85,4,38,26,44,131,21,43,6,29,26,77,4,30,23,21,74,3,600,44,26,91,5,40,23,20,40,26,23,38,127,5,19,38,5,22,42,71,6,37,19,56,3,30,25,22,77,4,70,23,21,114,6,70,27,23,42,162,6,20,44,6,70,25,22,117,6,70,24
W102,54,28,25,6,52,25,23,59,27,23,42,151,6,53,27,23,36,139,45,22,20,87,4,23,44,6,57,30,25,6,55,28,24,6,48,27,23,44,142,50,27,23,45,145,54,29,22,105,6,22,39,6,48,28,23,46,145,6,42,27,24,5,30,29,24,40,123,5,22,43,6,49,29,102,6,46,28,24,5,42,27,24,93,5,48,28,23,99,5,57,27,45,152,24,48,6,39,29,92,5,30,29,24,83,4,689,46,29,99,5,51,28,24,44,26,24,42,136,5,24,46,6,23,45,71,6,44,20,64,4,33,29,24,86,4,70,26,22,118,6,70,29,25,44,168,6,22,44,6,70,28,24,122,6,70,28
W69,20,28,17,1,44,25,20,36,25,21,42,124,5,32,24,23,36,115,33,20,18,71,3,18,42,6,29,20,16,4,29,25,20,3,31,21,18,23,93,33,24,20,36,113,36,23,19,78,4,21,33,5,40,25,23,40,128,5,23,25,23,4,34,25,23,46,128,5,21,38,6,33,24,78,4,40,29,21,5,38,23,18,79,4,33,24,21,78,4,32,20,30,100,21,40,6,33,17,65,4,34,21,21,76,4,549,29,23,71,3,29,20,18,40,25,22,31,118,4,20,38,5,24,48,68,6,31,21,52,4,36,23,17,76,4,70,25,21,116,6,70,22,21,38,151,6,21,42,6,70,22,21,113,6,70,28
W109,55,25,23,6,31,17,19,28,21,21,36,106,4,35,27,23,37,122,20,25,24,69,1,21,38,5,43,29,24,5,17,27,23,4,30,28,23,45,126,28,26,23,32,109,19,28,23,71,4,20,41,6,34,27,22,41,124,5,15,27,24,4,28,26,23,36,113,4,24,45,6,37,25,83,4,30,28,24,4,25,28,24,77,1,35,26,21,82,4,30,26,43,121,20,38,5,28,26,76,4,16,25,24,65,1,566,33,26,80,4,32,21,22,28,24,23,35,110,4,21,39,6,21,38,68,6,28,17,45,2,28,28,22,78,4,58,23,21,102,6,70,26,22,41,159,6,22,40,6,70,27,23,120,6,70,25
W85,21,17,18,1,23,18,19,30,18,16,26,90,4,17,20,18,23,78,31,22,20,73,3,15,16,1,28,27,11,4,26,20,18,4,30,19,21,31,101,30,20,18,25,93,29,27,22,78,4,17,22,4,36,20,15,21,92,4,20,20,20,1,13,25,18,38,94,1,22,41,6,32,22,71,3,31,28,24,4,28,23,19,70,3,34,23,18,75,4,39,21,32,112,22,40,6,29,24,73,3,29,21,20,70,3,547,23,24,71,3,40,24,20,34,22,20,38,114,4,20,35,5,20,40,64,6,32,15,47,2,33,21,21,75,4,70,26,23,119,6,60,26,22,40,148,6,19,40,5,70,22,21,113,6,70,24
W118,22,22,23,3,40,19,20,31,20,19,36,106,4,42,27,22,32,123,37,24,23,84,4,19,36,5,55,25,22,6,28,23,21,3,35,25,22,40,122,33,23,21,35,112,38,29,22,89,5,18,38,5,28,27,21,44,120,4,35,23,21,4,34,25,22,43,124,5,21,38,6,28,22,69,3,29,27,23,4,34,28,22,84,4,44,27,22,93,5,47,24,40,132,23,46,6,33,22,74,3,29,24,22,75,4,616,40,22,80,4,29,26,22,32,23,21,41,117,4,22,47,6,21,46,66,6,36,22,58,3,28,28,22,78,4,70,26,23,119,6,60,26,22,40,148,6,20,42,6,70,23,21,114,6,49,23
O62,59,29,24,6,52,28,24,49,26,23,26,124,5,59,29,24,46,158,32,29,24,85,4,23,41,6,53,29,24,6,54,22,22,5,53,29,24,45,151,36,28,23,47,134,50,26,23,99,5,23,38,6,46,28,23,36,133,5,47,29,24,6,42,27,24,44,137,5,23,44,6,42,28,93,5,47,28,23,5,54,29,24,107,6,44,29,24,97,5,46,28,49,146,22,43,6,47,29,100,6,36,29,24,89,5,698,45,29,98,5,43,28,24,50,29,24,49,152,6,24,47,6,24,47,71,6,43,29,72,5,47,29,24,100,6,70,29,24,123,6,70,28,24,49,171,6,24,46,6,70,28,24,122,6,70,29
O45,28,29,24,4,44,26,23,28,24,20,46,118,4,32,27,23,43,125,32,25,23,80,4,23,40,6,35,26,20,4,38,19,19,4,37,25,21,35,118,33,24,20,37,114,34,17,20,71,3,23,38,6,35,26,21,32,114,4,31,24,20,4,28,24,21,40,113,4,20,38,5,37,24,81,4,30,24,20,3,28,24,20,72,3,40,28,23,91,5,55,29,49,157,22,25,4,28,28,77,4,34,28,23,85,4,627,29,26,77,4,40,29,24,37,25,21,42,125,5,22,46,6,24,46,70,6,40,25,65,4,39,29,24,92,5,65,27,24,116,6,70,29,24,48,171,6,24,48,6,70,29,24,123,6,70,27
W112,37,27,24,5,62,29,24,37,27,22,41,127,5,54,29,24,47,154,42,26,24,92,5,22,44,6,49,28,24,6,52,29,24,6,52,28,24,32,136,55,28,24,46,153,48,29,24,101,6,24,48,6,57,27,24,48,156,6,38,29,24,5,42,27,23,48,140,6,21,49,6,34,24,79,4,46,28,23,5,43,26,24,93,5,54,29,24,107,6,53,29,49,155,24,47,6,47,20,89,5,36,26,23,85,4,701,47,26,95,5,59,28,24,44,29,24,43,140,6,24,47,6,23,46,72,6,32,18,50,4,45,24,23,92,5,70,28,23,121,6,70,28,24,49,171,6,24,43,6,70,22,22,114,6,70,28
